F2O7_S29_L004,F2R23_S11_L004,F1O10_S21_L004,F2R33_S16_L004,F1O8_S19_L004,F2O15_S33_L004,F1O9_S20_L004,F2R24_S12_L004,F1R11_S9_L004,F1O11_S22_L004,F2R26_S13_L004,F2R35_S17_L004,F2O1_S26_L004,F204_S27_L004,F1R5_S6_L004,F2O9_S30_L004,F2R22_S10_L004,F1O12_S23_L004,F2O14_S32_L004,F1R3_S4_L004,F1R9_S8_L004,F1O13_S24_L004,F1O14_S25_L004,F1R1_S3_L004,F2O12_S31_L004,F2R30_S15_L004,F2R28_S14_L004,F1O3_S18_L004,F1R7_S7_L004,F2O5_S28_L004,F1R4_S5_L004
Sul|sul1_27_GU562437|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,52.0,54.0,656.0,900.0,774.0,157.0,915.0,645.0,1110.0,164.0,454.0,963.0,120.0,465.0,907.0,43.0,620.0,950.0,377.0,934.0,186.0,755.0,684.0,1000.0,713.0,925.0,388.0,336.0,111.0,0,237.0
Tet|TetA|JX424423|94438-95712|1275|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,2347.0,2148.0,2417.0,2455.0,2428.0,2310.0,2222.0,2487.0,2487.0,455.0,2414.0,2458.0,2400.0,2006.0,2476.0,1180.0,2485.0,2446.0,2475.0,2453.0,1244.0,2363.0,959.0,2471.0,2024.0,2498.0,2381.0,1792.0,1100.0,1340.0,830.0
Phe|FloR|AKLJ01000508|383-1597|1215|Phenicol|Phenicol_efflux_pumps|FLOR,2293.0,2034.0,1993.0,2277.0,2032.0,2065.0,1814.0,2308.0,2180.0,2056.0,2238.0,2308.0,2288.0,2159.0,2089.0,1514.0,2302.0,2172.0,2177.0,2172.0,77.0,2137.0,1992.0,2182.0,1505.0,2124.0,2132.0,1682.0,2368.0,419.0,2353.0
Bla|SHV-45|HQ877612|1-715|715|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|SHV-11_6_GQ407130|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0
gi|7381164|gb|AF135373.1|betalactams|Class_A_betalactamases|CARB,34.0,0,23.0,0,18.0,0,33.0,0,0,26.0,0,0,0,0,0,0,0,33.0,28.0,0,0,0,0,0,49.0,0,0,39.0,1633.0,68.0,1652.0
gi|56554764|gb|AY847144.1|betalactams|Class_A_betalactamases|CTX,468.0,75.0,0,1054.0,0,424.0,0,107.0,0,0,355.0,1006.0,423.0,37.0,0,0,104.0,0,196.0,0,0,0,0,0,444.0,874.0,360.0,0,0,0,0
Gly|VanS-Pt_5_DQ018711|Glycopeptides|VanA-type_regulator|VANSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,0,0,0
CARD|phgb|AM408573|10027-11077|ARO:3003441|cfrA|Phenicol|Florfenicol_methyltransferases|CFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,228.0
Phe|CatB4|EU935739|59054-59602|549|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gly|VanB|AY655710|1-1029|1029|Glycopeptides|VanB-type_resistance_protein|VANB,0,0,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|CTX-M-61_1_EF219142|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,186.0,0,0,0,0,0,0,0,0,227.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sul|sul1_3_EU855787|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,235.0,169.0,1018.0,1188.0,1071.0,453.0,1209.0,974.0,1374.0,234.0,831.0,1205.0,345.0,811.0,1179.0,103.0,952.0,1247.0,759.0,1200.0,533.0,1116.0,1012.0,1259.0,1051.0,1222.0,782.0,678.0,440.0,22.0,598.0
CARD|phgb|U00096|4567286-4568519|ARO:3001214|mdtM|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTC,2251.0,1893.0,1489.0,2293.0,1969.0,2208.0,1069.0,2276.0,2249.0,296.0,2353.0,2293.0,2267.0,1905.0,2113.0,727.0,2239.0,2304.0,1825.0,2018.0,607.0,2045.0,726.0,2262.0,2214.0,2232.0,2317.0,1578.0,394.0,184.0,60.0
Mdr|NC_010400.5986505|Multi-drug_resistance|MDR_regulator|MEXT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,13.0,0,0,0,0,0,0,0
1034|JQ364968.1|JQ364968|betalactams|Class_A_betalactamases|CARB,35.0,0,0,0,0,0,24.0,0,0,0,0,0,24.0,0,0,0,0,0,9.0,0,0,14.0,20.0,0,31.0,0,0,32.0,1216.0,28.0,1298.0
Phe|AF024666.2|gene33|Phenicol|Phenicol_efflux_pumps|CMXAB,0,77.0,2161.0,281.0,1570.0,385.0,2217.0,0,2096.0,1045.0,757.0,429.0,519.0,146.0,96.0,436.0,0,60.0,828.0,23.0,377.0,1181.0,1672.0,1911.0,1616.0,1339.0,675.0,1886.0,96.0,66.0,799.0
Sul|NC_003923.1002573|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,0,0,0,0,0,0,0,0
gi|340523197|gb|HQ877606.1|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0
592|HQ424460.1|HQ424460|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,24.0,0,136.0,0,82.0,43.0,191.0,0,0,144.0,0,0,34.0,16.0,0,0,0,92.0,14.0,0,0,92.0,148.0,0,28.0,0,0,100.0,0,43.0,0
CARD|phgb|U97042|0-1218|ARO:3003009|ceoA|Multi-drug_resistance|Multi-drug_efflux_pumps|CEOA,0,0,32.0,0,23.0,0,58.0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,28.0,42.0,0,0,0,0,27.0,0,0,0
MLS|ermG_2_L42817|MLS|23S_rRNA_methyltransferases|ERMG,503.0,0,641.0,0,44.0,0,56.0,0,0,366.0,0,0,368.0,757.0,0,0,0,0,40.0,93.0,0,0,106.0,0,0,0,0,471.0,0,0,0
Sul|NC_010410.6003232|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0
AGly|strA_2_M28829|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1296.0,1134.0,1246.0,1393.0,1172.0,804.0,1256.0,1330.0,1326.0,626.0,1249.0,1343.0,1285.0,1215.0,1273.0,879.0,1335.0,1356.0,1114.0,1315.0,44.0,1272.0,1211.0,1299.0,1122.0,1271.0,1244.0,793.0,476.0,418.0,1257.0
Sul|CP000647.1|gene3624|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,60.0,15.0,0,56.0,0,0,723.0,35.0,0,0,15.0,0,0,0,0,741.0,143.0,12.0,0,0,0,13.0,0,13.0,0,0,72.0,0,0,0
Bla|TEM-57|FJ405211|1-861|861|betalactams|Class_A_betalactamases|TEM,588.0,196.0,82.0,519.0,126.0,190.0,0,415.0,516.0,0,352.0,709.0,398.0,20.0,307.0,0,437.0,122.0,335.0,511.0,0,0,0,540.0,227.0,281.0,171.0,0,0,0,0
Bla|TEM-198|AB700703|162-1022|861|betalactams|Class_A_betalactamases|TEM,724.0,179.0,150.0,659.0,138.0,226.0,24.0,524.0,728.0,0,460.0,932.0,504.0,0,437.0,0,507.0,133.0,382.0,625.0,0,18.0,14.0,742.0,291.0,330.0,232.0,18.0,0,0,0
890|AJ746361.2|AJ746361|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,193.0,45.0,221.0,0,21.0,0,12.0,67.0,0,92.0,0,695.0,0,465.0,0,28.0,0,0,101.0,15.0,51.0,0,0,0,0,152.0,0,0,122.0
gi|343480067|gb|JF274244.1|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,97.0,0,0,0,0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD|phgb|AF121000|0-1155|ARO:3000183|tetZ|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETZ,0,71.0,929.0,14.0,471.0,394.0,1997.0,0,2107.0,1129.0,181.0,0,628.0,145.0,0,357.0,0,24.0,1077.0,50.0,48.0,575.0,1274.0,1970.0,1729.0,0,147.0,1023.0,83.0,89.0,208.0
CARD|phgb|AM180355|2319373-2320111|ARO:3000375|ErmB|MLS|23S_rRNA_methyltransferases|ERM,0,0,0,0,0,0,0,0,126.0,154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,0,203.0
Bla|TEM-148|AM087454|209-1069|861|betalactams|Class_A_betalactamases|TEM,476.0,106.0,73.0,427.0,81.0,129.0,0,315.0,494.0,0,292.0,682.0,368.0,0,248.0,0,342.0,71.0,247.0,427.0,0,8.0,0,469.0,175.0,235.0,135.0,0,0,14.0,0
Bla|TEM-28|ECU37195|76-936|861|betalactams|Class_A_betalactamases|TEM,301.0,72.0,0,224.0,0,51.0,0,217.0,284.0,0,167.0,402.0,171.0,0,152.0,0,186.0,0,130.0,242.0,0,0,0,243.0,0,112.0,71.0,0,0,0,0
940|AF028812.1|AF028812|Trimethoprim|Dihydrofolate_reductase|DFRF,466.0,846.0,794.0,351.0,825.0,769.0,874.0,280.0,698.0,768.0,859.0,412.0,590.0,465.0,429.0,219.0,234.0,567.0,765.0,771.0,387.0,543.0,788.0,386.0,798.0,260.0,824.0,849.0,82.0,206.0,569.0
Tet|tetO_3_Y07780|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,268.0,1753.0,2375.0,0,3676.0,390.0,3178.0,773.0,2324.0,2740.0,1933.0,0,519.0,763.0,534.0,598.0,772.0,763.0,887.0,1368.0,535.0,1689.0,3495.0,375.0,146.0,413.0,1551.0,2589.0,59.0,40.0,1589.0
Bla|TEM-110|AY130283|1-785|785|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0
AGly|AY712687.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,568.0,1294.0,1421.0,1233.0,1320.0,944.0,1418.0,539.0,1323.0,1391.0,1358.0,1267.0,916.0,956.0,1248.0,731.0,564.0,1160.0,996.0,1165.0,774.0,1149.0,1463.0,1011.0,850.0,811.0,1335.0,1455.0,521.0,468.0,1226.0
Tet|tet40_1_FJ158002|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,88.0,889.0,1860.0,86.0,1525.0,1289.0,2255.0,1255.0,801.0,1857.0,1468.0,163.0,414.0,804.0,918.0,1985.0,1169.0,1542.0,1713.0,1193.0,350.0,867.0,2102.0,269.0,0,704.0,1461.0,2087.0,31.0,0,168.0
gi|13236847|gb|AY027590.1|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,312.0,0,0,414.0,0,0,198.0,0,0,0,127.0,0,0,0,0,0,0,0,0,0,0,0,0
Sul|sul2_11_AY232670|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,763.0,667.0,687.0,1063.0,920.0,179.0,865.0,967.0,933.0,350.0,663.0,1008.0,701.0,655.0,674.0,319.0,960.0,941.0,408.0,745.0,16.0,825.0,978.0,823.0,413.0,895.0,710.0,887.0,1287.0,47.0,1261.0
CARD|phgb|U00096|3413863-3415021|ARO:3000499|acrE|Aminoglycosides|Aminoglycoside_efflux_pumps|ACRE,2201.0,2049.0,2029.0,2211.0,2079.0,2200.0,1694.0,2216.0,2227.0,567.0,2226.0,2227.0,2206.0,2124.0,2213.0,971.0,2215.0,2215.0,2199.0,2214.0,986.0,2173.0,1011.0,2222.0,2196.0,2216.0,2223.0,2027.0,798.0,361.0,106.0
Bla|TEM-117|AY130282|1-764|764|betalactams|Class_A_betalactamases|TEM,263.0,0,42.0,244.0,0,309.0,0,268.0,257.0,0,157.0,363.0,177.0,0,158.0,0,260.0,0,544.0,280.0,0,0,0,267.0,100.0,0,73.0,0,24.0,0,0
gi|148913114|gb|EF622224.1|betalactams|Class_C_betalactamases|CMY,682.0,0,0,45.0,0,129.0,0,385.0,51.0,0,69.0,118.0,505.0,0,0,0,384.0,319.0,297.0,150.0,0,0,0,433.0,0,0,48.0,0,0,0,0
gi|81365639|gb|DQ105529.2|betalactams|Class_A_betalactamases|TEM,0,156.0,0,0,0,0,0,132.0,128.0,0,0,160.0,0,0,0,0,138.0,0,194.0,114.0,0,0,0,0,0,75.0,0,0,0,0,0
Tet|tetC_6_Y19114|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETC,0,0,835.0,0,127.0,0,1379.0,0,0,0,0,0,0,0,1337.0,44.0,0,0,0,48.0,0,0,1437.0,0,0,0,0,416.0,0,0,0
CARD|phgb|AF347054|208-1069|ARO:3000947|TEM-80|betalactams|Class_A_betalactamases|TEM,0,121.0,0,0,0,0,0,212.0,0,0,0,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gi|157676817|emb|AM087454.1|betalactams|Class_A_betalactamases|TEM,978.0,220.0,196.0,876.0,207.0,312.0,33.0,741.0,937.0,0,650.0,1211.0,759.0,22.0,623.0,0,743.0,238.0,510.0,874.0,0,27.0,11.0,906.0,499.0,460.0,315.0,23.0,0,23.0,0
1261|AY178993.1|AY178993|betalactams|Class_A_betalactamases|CARB,41.0,0,59.0,0,0,26.0,58.0,0,0,0,0,0,27.0,23.0,0,0,0,18.0,29.0,0,0,28.0,43.0,0,48.0,0,0,25.0,1469.0,49.0,1502.0
Tmt|tetQ_2_X58717|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,1805.0,3474.0,3540.0,1125.0,3560.0,1810.0,3624.0,2011.0,1832.0,3462.0,3280.0,1426.0,2075.0,3504.0,1760.0,1713.0,2053.0,1656.0,2381.0,1950.0,874.0,3231.0,3601.0,230.0,0,1086.0,3157.0,3107.0,824.0,0,1121.0
1613|AY740681.1|AY740681|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac|AP009048.1|gene3103|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,701.0,861.0,873.0,1074.0,656.0,978.0,606.0,1347.0,1019.0,91.0,1388.0,1075.0,1066.0,973.0,963.0,117.0,1351.0,1417.0,974.0,1235.0,70.0,1221.0,155.0,1377.0,944.0,854.0,1375.0,678.0,124.0,109.0,0
CARD|phgb|NC_007779|2586250-2589364|ARO:3000491|acrD|Aminoglycosides|Aminoglycoside_efflux_pumps|ACRD,6022.0,4978.0,4933.0,6069.0,5332.0,5936.0,4013.0,6036.0,6057.0,1087.0,6133.0,6095.0,5967.0,5268.0,5998.0,2439.0,6027.0,6070.0,5900.0,6038.0,1912.0,5718.0,2047.0,6090.0,5909.0,5989.0,6120.0,4866.0,1566.0,732.0,173.0
Sul|sul1_5_EU780013|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,63.0,91.0,726.0,982.0,860.0,188.0,975.0,729.0,1123.0,181.0,576.0,996.0,157.0,605.0,949.0,61.0,700.0,982.0,427.0,995.0,245.0,823.0,753.0,1057.0,792.0,1047.0,457.0,357.0,173.0,0,328.0
Bla|TEM-105|AF516720|215-1075|861|betalactams|Class_A_betalactamases|TEM,496.0,159.0,74.0,406.0,89.0,155.0,0,357.0,460.0,0,276.0,628.0,323.0,0,258.0,0,330.0,89.0,351.0,438.0,0,0,0,424.0,212.0,223.0,122.0,14.0,0,14.0,0
gi|19526203|gb|AY080894.1|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,62.0,0,0,0,92.0,0,0,0,0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sul|SulI|AF071413|6700-7539|840|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,98.0,70.0,983.0,1196.0,1072.0,226.0,1226.0,931.0,1362.0,271.0,682.0,1237.0,185.0,624.0,1186.0,85.0,850.0,1253.0,540.0,1249.0,279.0,1080.0,944.0,1292.0,1038.0,1171.0,529.0,443.0,178.0,18.0,382.0
Bla|CTX-M-107|JF274244|1-864|864|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,78.0,0,0,0,0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD|phgb|KF147862|0-654|ARO:3000559|adeN|Multi-drug_resistance|MDR_regulator|ADEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0
CARD|phgb|AF188199|214-1075|ARO:3000936|TEM-70|betalactams|Class_A_betalactamases|TEM,514.0,93.0,91.0,414.0,54.0,118.0,14.0,334.0,465.0,0,300.0,685.0,332.0,0,280.0,0,333.0,82.0,242.0,462.0,0,10.0,0,462.0,208.0,243.0,144.0,0,8.0,0,0
Tet|tetL_4_M11036|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL,975.0,193.0,334.0,0,157.0,435.0,603.0,0,506.0,338.0,51.0,0,766.0,225.0,0,0,0,0,971.0,267.0,53.0,148.0,458.0,65.0,339.0,0,0,314.0,135.0,0,1505.0
Rif|CP000647.1|gene4402|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,1741.0,176.0,307.0,874.0,0,217.0,7009.0,892.0,168.0,0,365.0,0,0,0,0,7079.0,2399.0,189.0,371.0,0,223.0,176.0,0,320.0,0,0,964.0,0,0,0
Bla|CTX-M-42|DQ061159|347-1222|876|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmt|dfrA14_1_Z50805|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,98.0,0,0,0,249.0,0,0,0,0,0,135.0,0,142.0,266.0,0,0,0,0,0,79.0,0,155.0,0,0,0,0,0,0
Tet|TetX|M37699|586-1752|1167|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0,0,2136.0,0,1837.0,1368.0,2056.0,0,38.0,1289.0,0,0,0,2012.0,1928.0,114.0,0,12.0,1987.0,233.0,259.0,1560.0,2090.0,0,0,0,10.0,2089.0,1850.0,0,998.0
Tet|tetB_5_AJ277653|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,1062.0,0,529.0,875.0,465.0,300.0,109.0,897.0,1066.0,722.0,637.0,831.0,993.0,1130.0,1032.0,535.0,829.0,1051.0,732.0,1098.0,0,572.0,0,1073.0,0,145.0,480.0,0,0,0,0
gi|160948440|emb|AM176550.2|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,106.0,0,0,0,0,0,0,0,0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707|X04555.1|X04555|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,66.0,0,320.0,141.0,352.0,31.0,112.0,0,0,141.0,0,230.0,0,886.0,0,632.0,0,100.0,53.0,0,153.0,82.0,97.0,0,0,0,0,235.0,0,0,296.0
MLS|LnuF|EU118119|1030-1851|822|MLS|Lincosamide_nucleotidyltransferases|LNUF,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,35.0,0,0,41.0,0,0,513.0,0,0
Bla|CMY-16_2_FJ855437|betalactams|Class_C_betalactamases|CMY,566.0,0,0,37.0,0,121.0,0,293.0,0,0,46.0,82.0,369.0,0,0,0,268.0,234.0,219.0,140.0,0,0,0,373.0,0,0,0,0,0,0,0
Bla|CTX-M-71|FJ815436|196-1071|876|betalactams|Class_A_betalactamases|CTX,0,0,0,30.0,0,0,0,0,0,0,0,87.0,0,0,0,0,81.0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0
Bla|AY524276.3|gene1|betalactams|Class_C_betalactamases|SRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0,30.0,0,0,130.0,0,0,0,0,0,0,0
gi|323709062|gb|HQ398215.1|betalactams|Class_A_betalactamases|CTX,269.0,0,0,713.0,0,260.0,0,0,0,0,195.0,702.0,229.0,0,0,0,0,0,0,0,0,0,0,0,241.0,519.0,195.0,0,0,0,0
Flq|QnrB56_1_JX259317|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmt|DfrA14|GU726917|72-545|474|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,163.0,9.0,278.0,0,0,0,609.0,54.0,0,0,291.0,13.0,356.0,33.0,307.0,635.0,0,15.0,0,0,0,187.0,0,346.0,119.0,4.0,22.0,14.0,0,0
CARD|phgb|AB372881|8-869|ARO:3001160|SHV-111|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864|AJ620678.1|AJ620678|betalactams|Class_D_betalactamases|OXA,0,0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0
Rif|NC_009725.1.5459527|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,88.0,0,0,0,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0,0,0,0,0,153.0,0,0,0
Bla|CTX-M-58|HQ734707|1-876|876|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD|phgb|FJ196385|8531-9323|ARO:3000413|sul3|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,0
gi|48527203|gb|AY628199.1|betalactams|Class_A_betalactamases|TEM,819.0,152.0,138.0,680.0,130.0,219.0,24.0,570.0,728.0,0,578.0,1013.0,616.0,20.0,490.0,0,601.0,164.0,348.0,713.0,0,0,0,756.0,350.0,382.0,259.0,0,0,0,0
Tet|tetM_1_X92947|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,611.0,227.0,508.0,0,657.0,193.0,212.0,0,2691.0,213.0,234.0,0,379.0,1128.0,670.0,226.0,0,80.0,678.0,275.0,52.0,180.0,676.0,1866.0,175.0,332.0,55.0,482.0,283.0,0,1121.0
Bla|TEM-52B_1_AF027199|betalactams|Class_A_betalactamases|TEM,125.0,0,0,113.0,0,25.0,0,86.0,145.0,0,0,188.0,92.0,0,0,0,0,0,45.0,109.0,0,0,0,155.0,0,0,0,0,0,0,0
63|DQ516954.1|DQ516954|Multi-drug_resistance|Multi-drug_efflux_pumps|MSBA,51.0,0,378.0,0,361.0,31.0,641.0,0,0,486.0,0,0,49.0,0,0,0,0,402.0,28.0,0,0,378.0,672.0,0,51.0,0,0,500.0,38.0,61.0,60.0
Phe|AJ518835.1|gene6|Phenicol|Phenicol_efflux_pumps|FLOR,1704.0,1280.0,2150.0,2063.0,2090.0,1899.0,2134.0,1745.0,1902.0,2211.0,1776.0,2097.0,1765.0,2139.0,1598.0,1687.0,1751.0,2276.0,2126.0,1803.0,97.0,2132.0,2063.0,2322.0,1235.0,1650.0,1637.0,2015.0,2289.0,231.0,2276.0
Rif|NC_002516.2.881699|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,285.0,0,345.0,0,299.0,286.0,535.0,0,0,322.0,0,0,0,198.0,0,0,0,249.0,252.0,0,0,316.0,519.0,132.0,283.0,0,0,433.0,0,237.0,0
CARD|phgb|JN790863|232-1108|ARO:3001981|CTX-M-122|betalactams|Class_A_betalactamases|CTX,237.0,47.0,0,727.0,0,202.0,0,39.0,0,0,208.0,684.0,203.0,0,0,0,60.0,0,63.0,0,0,0,0,0,198.0,548.0,187.0,0,0,0,0
gi|313586334|gb|HQ529916.1|betalactams|Class_A_betalactamases|TEM,243.0,420.0,0,156.0,74.0,360.0,0,402.0,180.0,0,155.0,306.0,199.0,0,130.0,0,329.0,34.0,641.0,248.0,0,18.0,14.0,217.0,98.0,126.0,67.0,0,68.0,59.0,0
AGly|Aph6-I|X01702|485-1285|801|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,19.0,12.0,353.0,0,0,22.0,89.0,0,0,0,580.0,0,0,0,0,70.0,0,0,0,0,0,421.0,0,0,0,0,111.0,0,0,0
gi|393716100|dbj|AB733453.1|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD|phgb|HM755448|244-1120|ARO:3001957|CTX-M-98|betalactams|Class_A_betalactamases|CTX,221.0,54.0,0,579.0,0,164.0,0,0,0,0,130.0,545.0,169.0,0,0,0,0,0,67.0,0,0,0,0,0,192.0,544.0,158.0,0,0,0,0
gi|151074|gb|M69058.1|PSEBETLAC|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.0,0,0
1403|FM207631.1|FM207631|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,37.0,125.0,71.0,56.0,0,58.0,15.0,10.0,86.0,165.0,54.0,0,20.0,0,69.0,384.0,136.0,0,0,0,0,236.0,47.0,0,45.0,14.0,614.0,12.0,640.0
Flq|FN543093.2|gene1593|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|CMY-18|AY743434|47-1198|1152|betalactams|Class_C_betalactamases|CMY,846.0,0,0,66.0,0,233.0,0,506.0,64.0,0,67.0,141.0,616.0,0,0,0,461.0,394.0,365.0,237.0,0,0,0,557.0,0,0,47.0,0,0,0,0
Bla|SHV-28|EU441172|57-917|861|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0
